angle_deg,bartlett,music
-26.45,0.07628050175902724,0.00238048897282627
-26.4,0.076287077006205,0.002378726824542995
-26.35,0.07628742032027547,0.002376911593428023
-26.3,0.07628152025657135,0.0023750443692052317
-26.25,0.07626936871410742,0.002373126280513813
-26.2,0.07625096098333507,0.0023711584941002468
-26.15,0.07622629579308343,0.002369142213980332
-26.1,0.07619537535666185,0.002367078680573025
-26.05,0.07615820541709815,0.0023649691698078876
-26.0,0.07611479529148807,0.0023628149922080024
-25.95,0.07606515791443051,0.0023606174919502203
-25.9,0.07600930988052358,0.0023583780459046464
-25.85,0.07594727148589717,0.002356098062655305
-25.8,0.07587906676875796,0.002353778981503928
-25.75,0.07580472354892137,0.002351422271458827
-25.7,0.07572427346630739,0.0023490294302108286
-25.65,0.07563775201837669,0.0023466019830982415
-25.6,0.07554519859648261,0.0023441414820628333
-25.55,0.07544665652111564,0.002341649504598768
-25.5,0.07534217307601832,0.0023391276526964853
-25.45,0.07523179954114698,0.0023365775517834226
-25.4,0.07511559122445732,0.0023340008496635384
-25.35,0.07499360749249347,0.0023313992154574805
-25.3,0.07486591179975509,0.0023287743385453003
-25.25,0.07473257171682557,0.0023261279275135142
-25.2,0.07459365895723552,0.002323461709108314
-25.15,0.07444924940304351,0.002320777427196671
-25.1,0.07429942312911193,0.0023180768417370417
-25.05,0.07414426442605886,0.0023153617277613236
-25.0,0.07398386182186446,0.0023126338743696784
-24.95,0.07381830810211398,0.0023098950837397714
-24.9,0.07364770032885759,0.002307147170151932
-24.85,0.07347213985806708,0.0023043919590316556
-24.8,0.07329173235567413,0.002301631286010875
-24.75,0.07310658781216853,0.00229886699600927
-24.7,0.07291682055574163,0.0022961009423369135
-24.65,0.07272254926395719,0.002293334985819439
-24.6,0.07252389697393162,0.002290570993946862
-24.55,0.0723209910910106,0.0022878108400471294
-24.5,0.07211396339592309,0.0022850564024853954
-24.45,0.07190295005039934,0.002282309563889966
-24.4,0.07168809160123814,0.0022795722104057945
-24.35,0.07146953298280881,0.0022768462309763204
-24.3,0.07124742351797402,0.0022741335166544217
-24.25,0.07102191691742069,0.0022714359599431337
-24.2,0.07079317127738652,0.002268755454166791
-24.15,0.07056134907576897,0.002266093892873104
-24.1,0.07032661716660632,0.002263453169266724
-24.05,0.07008914677291957,0.0022608351756746815
-24.0,0.06984911347790398,0.002258241803044118
-23.95,0.06960669721446111,0.002255674940472619
-23.9,0.06936208225306205,0.002253136474771422
-23.85,0.06911545718793233,0.002250628290061725
-23.8,0.06886701492155178,0.002248152267404255
-23.75,0.06861695264746012,0.0022457102844622235
-23.7,0.06836547183136246,0.002243304215197743
-23.65,0.06811277819052886,0.0022409359296017314
-23.6,0.06785908167148019,0.0022386072934572933
-23.55,0.06760459642595781,0.002236320168136539
-23.5,0.06734954078517032,0.002234076410430729
-23.45,0.06709413723231566,0.0022318778724136467
-23.4,0.06683861237337337,0.002229726401338033
-23.35,0.06658319690616589,0.002227623839564892
-23.3,0.06632812558768712,0.0022255720245254722
-23.25,0.0660736371996955,0.0022235727887156644
-23.2,0.06581997451257311,0.002221627959722584
-23.15,0.0655673842474489,0.002219739360283018
-23.1,0.06531611703658924,0.0022179088083734907
-23.05,0.065066427382054,0.0022161381173315766
-23.0,0.06481857361262439,0.0022144290960081836
-22.95,0.06457281783900094,0.0022127835489504357
-22.9,0.06432942590727925,0.0022112032766148223
-22.85,0.0640886673507046,0.002209690075610258
-22.8,0.06385081533971247,0.002208245738970697
-22.75,0.06361614663025895,0.002206872056456939
-22.7,0.06338494151044814,0.002205570814887267
-22.65,0.0631574837454643,0.0022043437984965598
-22.6,0.06293406052081413,0.002203192789323523
-22.55,0.0627149623838901,0.002202119567625694
-22.5,0.06250048318386264,0.002201125912321871
-22.45,0.0622909200099102,0.0022002136014616404
-22.4,0.06208657312780006,0.002199384412721678
-22.35,0.06188774591482883,0.0021986401239285163
-22.3,0.06169474479313471,0.0021979825136074806
-22.25,0.06150787916139633,0.0021974133615575236
-22.2,0.06132746132492833,0.002196934449451681
-22.15,0.06115380642418985,0.002196547561462921
-22.1,0.06098723236172013,0.0021962544849151566
-22.05,0.06082805972751609,0.0021960570109592213
-22.0,0.06067661172286826,0.0021959569352736274
-21.95,0.060533214082672336,0.002195956058789958
-21.9,0.060398194996232925,0.00219605618844276
-21.85,0.06027188502657835,0.0021962591379438307
-21.799999999999997,0.060154617028304914,0.002196566728580834
-21.75,0.06004672606397032,0.0021969807900401876
-21.7,0.059948549319056785,0.00219750316125422
-21.65,0.05986042601552317,0.002198135691272583
-21.6,0.0597826973239707,0.0021988802401580122
-21.549999999999997,0.0597157062744406,0.002199738679906463
-21.5,0.0596597976658697,0.002200712895391771
-21.45,0.05961531797422592,0.002201804785334976
-21.4,0.05958261525934792,0.0022030162632984815
-21.35,0.05956203907051425,0.002204349258705286
-21.299999999999997,0.059553940350766804,0.0022058057178835433
